Term	Index	Ancestors
GO:0071758	1008	0 2 460
GO:0071753	1009	0 2 460
GO:0071760	1010	0 2 460
GO:0042571	1011	0 2 460
GO:0071759	1012	0 2 460
GO:0071745	1013	0 2 460
GO:0071735	1014	0 2 460
GO:0071762	1015	0 2 460
GO:0071742	1016	0 2 460
GO:0019815	1017	0 2 460 491 548 1050 1410
GO:0071738	1018	0 2 460
GO:0000782	1019	0 2 466 485
GO:0031617	1020	0 2 466
GO:0000786	1021	0 2 466 485
GO:0140225	1022	0 2 466
GO:1990249	1023	0 2 466
GO:0008278	1024	0 2 466
GO:0106069	1025	0 2 466 531 534 1173 2247
GO:0000796	1026	0 2 466
GO:0033202	1027	0 2 466 531
GO:0031604	1028	0 2 468 534
GO:0031606	1029	0 2 468
GO:0031607	1030	0 2 470 534
GO:0031609	1031	0 2 470
GO:0097179	1032	0 2 476
GO:0016914	1033	0 2 481
GO:0044834	1034	0 2 485
GO:1990077	1035	0 2 485
GO:0036387	1036	0 2 485
GO:0034206	1037	0 2 485
GO:1990178	1038	0 2 485 632
GO:1990177	1039	0 2 485 632
GO:0070565	1040	0 2 485
GO:0097550	1041	0 2 485
GO:0097520	1042	0 2 485
GO:0097519	1043	0 2 485
GO:0030894	1044	0 2 485
GO:0031261	1045	0 2 485 534
GO:1990097	1046	0 2 485
GO:0097522	1047	0 2 485
GO:0035692	1048	0 2 491
GO:1905540	1049	0 2 491
GO:0098802	1050	0 2 491 548 1410
GO:0034751	1051	0 2 491 564
GO:0098665	1052	0 2 491
GO:0038104	1053	0 2 491
GO:0140368	1054	0 2 491
GO:1905571	1055	0 2 491
GO:0002947	1056	0 2 491
GO:0070195	1057	0 2 491
GO:1902710	1058	0 2 491
GO:0002116	1059	0 2 491
GO:1990620	1060	0 2 491
GO:1903768	1061	0 2 491
GO:1905543	1062	0 2 491
GO:0046696	1063	0 2 491 548
GO:0019907	1064	0 2 492 531 534 1173 1310 1354 2243 3278 3791 4036
GO:0150006	1065	0 2 492
GO:1902773	1066	0 2 492
GO:0044796	1067	0 2 492
GO:0120231	1068	0 2 492
GO:0043598	1069	0 2 493
GO:0043599	1070	0 2 493 534
GO:0043513	1071	0 2 496
GO:0043512	1072	0 2 496
GO:1990500	1073	0 2 498
GO:0005869	1074	0 2 509
GO:0070652	1075	0 2 509
GO:0031500	1076	0 2 509
GO:0030286	1077	0 2 509 531
GO:0008352	1078	0 2 509
GO:0005871	1079	0 2 509
GO:0032133	1080	0 2 509
GO:0000931	1081	0 2 513
GO:0008275	1082	0 2 513
GO:0061828	1083	0 2 515
GO:0061829	1084	0 2 515
GO:0031615	1085	0 2 516
GO:0031613	1086	0 2 516 534
GO:0071666	1087	0 2 521
GO:0017087	1088	0 2 531 620
GO:0019008	1089	0 2 531 564
GO:0070421	1090	0 2 531 534
GO:0106232	1091	0 2 531
GO:0009341	1092	0 2 531
GO:0071092	1093	0 2 531 548 1410
GO:1990204	1094	0 2 531
GO:0009368	1095	0 2 531
GO:0044675	1096	0 2 531
GO:0009328	1097	0 2 531
GO:0045273	1098	0 2 531 548 1475
GO:1905202	1099	0 2 531
GO:0071089	1100	0 2 531 548 1410
GO:0031510	1101	0 2 531 534
GO:1905348	1102	0 2 531 564
GO:1902508	1103	0 2 531
GO:0017109	1104	0 2 531
GO:0072589	1105	0 2 531 534 652 1678 2774
GO:1903269	1106	0 2 531
GO:0072669	1107	0 2 531 564
GO:0009318	1108	0 2 531 564
GO:0098009	1109	0 2 531
GO:1903600	1110	0 2 531
GO:0043541	1111	0 2 531 548 614
GO:0070214	1112	0 2 531 564
GO:0070069	1113	0 2 531
GO:0031421	1114	0 2 531 564
GO:0031250	1115	0 2 531
GO:0071067	1116	0 2 531 548 1410
GO:0010598	1117	0 2 531
GO:0031422	1118	0 2 531
GO:0071513	1119	0 2 531
GO:0008074	1120	0 2 531
GO:0009320	1121	0 2 531
GO:0071012	1122	0 2 531 534 652 1273
GO:0106055	1123	0 2 531 614
GO:0044681	1124	0 2 531
GO:0061576	1125	0 2 531
GO:1904949	1126	0 2 531
GO:0010169	1127	0 2 531 564
GO:0009330	1128	0 2 531
GO:0033588	1129	0 2 531 564
GO:0070332	1130	0 2 531 564
GO:0071088	1131	0 2 531 548 1410
GO:0031391	1132	0 2 531
GO:0097342	1133	0 2 531
GO:1990143	1134	0 2 531
GO:0071057	1135	0 2 531 548 1410
GO:0036125	1136	0 2 531
GO:0009337	1137	0 2 531 564
GO:1905354	1138	0 2 531
GO:0048492	1139	0 2 531
GO:0030877	1140	0 2 531 564
GO:0005954	1141	0 2 531 564
GO:0071013	1142	0 2 531 534 652 1273
GO:0009316	1143	0 2 531
GO:0030929	1144	0 2 531 564
GO:0005601	1145	0 2 531
GO:0009332	1146	0 2 531
GO:0031429	1147	0 2 531 534 652 1678 2774
GO:0030895	1148	0 2 531 534
GO:0005950	1149	0 2 531
GO:0120123	1150	0 2 531 564
GO:0140715	1151	0 2 531
GO:0019197	1152	0 2 531
GO:0034615	1153	0 2 531 564
GO:0002144	1154	0 2 531 564
GO:0005835	1155	0 2 531 564
GO:0071091	1156	0 2 531 548 1410
GO:0005951	1157	0 2 531
GO:0005839	1158	0 2 531 564
GO:1902687	1159	0 2 531
GO:0035550	1160	0 2 531
GO:0009350	1161	0 2 531 564
GO:0000118	1162	0 2 531 534
GO:0009366	1163	0 2 531 564
GO:0010316	1164	0 2 531
GO:0030956	1165	0 2 531 564
GO:0010007	1166	0 2 531
GO:1903293	1167	0 2 531
GO:0010318	1168	0 2 531
GO:1990221	1169	0 2 531
GO:1990391	1170	0 2 531
GO:0042720	1171	0 2 531 548 620 1470
GO:0009356	1172	0 2 531 564
GO:1990234	1173	0 2 531
GO:0009343	1174	0 2 531
GO:0009317	1175	0 2 531
GO:0071078	1176	0 2 531 548 1410
GO:1902793	1177	0 2 531
GO:0070331	1178	0 2 531 564
GO:0032807	1179	0 2 531 534
GO:0005966	1180	0 2 531
GO:1990358	1181	0 2 531
GO:0071093	1182	0 2 531 548 1410
GO:0009344	1183	0 2 531
GO:0045283	1184	0 2 531 548 1475
GO:0034081	1185	0 2 531
GO:0009346	1186	0 2 531 564
GO:1905368	1187	0 2 531
GO:0010317	1188	0 2 531
GO:0032299	1189	0 2 531 564
GO:0071090	1190	0 2 531 548 1410
GO:0036087	1191	0 2 531
GO:0070559	1192	0 2 531
GO:0008247	1193	0 2 531
GO:1904176	1194	0 2 531
GO:1905360	1195	0 2 531
GO:0044676	1196	0 2 531
GO:0009345	1197	0 2 531
GO:1904974	1198	0 2 531
GO:1990233	1199	0 2 531
GO:0009338	1200	0 2 531 564
GO:0044569	1201	0 2 531
GO:0017177	1202	0 2 531 614
GO:0017101	1203	0 2 531 564
GO:0017086	1204	0 2 531
GO:0044677	1205	0 2 531
GO:0043033	1206	0 2 531
GO:0000015	1207	0 2 531
GO:0005697	1208	0 2 531 534 652
GO:0045293	1209	0 2 531
GO:1905379	1210	0 2 531
GO:1990356	1211	0 2 531
GO:0044672	1212	0 2 531
GO:0070765	1213	0 2 531 548 1410
GO:0045239	1214	0 2 531
GO:0052718	1215	0 2 531 564
GO:0032152	1216	0 2 533
GO:0032151	1217	0 2 533
GO:0031523	1218	0 2 534
GO:0031533	1219	0 2 531 534 1173 2260
GO:0005656	1220	0 2 485 534 1036
GO:0032545	1221	0 2 534
GO:0062238	1222	0 2 534 652
GO:0030532	1223	0 2 534 607 652
GO:0034753	1224	0 2 491 534 564 1051
GO:0070467	1225	0 2 534
GO:0043601	1226	0 2 485 534 1044
GO:1990622	1227	0 2 534 581
GO:0033557	1228	0 2 534
GO:0030958	1229	0 2 534 652 1675
GO:0070516	1230	0 2 534
GO:0032390	1231	0 2 534 606
GO:1990713	1232	0 2 534
GO:0008180	1233	0 2 534
GO:0070552	1234	0 2 534
GO:0000109	1235	0 2 534
GO:0070354	1236	0 2 534
GO:0032039	1237	0 2 534
GO:0046536	1238	0 2 534
GO:0043847	1239	0 2 534
GO:0090573	1240	0 2 534 581 1577
GO:0034457	1241	0 2 534
GO:0031598	1242	0 2 534 583
GO:0002111	1243	0 2 534
GO:0031499	1244	0 2 534
GO:0000817	1245	0 2 534
GO:0034388	1246	0 2 534
GO:0070877	1247	0 2 531 534 564 1102 2206 3249
GO:0008622	1248	0 2 531 534 564 1173 1541 2243
GO:1990862	1249	0 2 534 548
GO:0089701	1250	0 2 534
GO:0035145	1251	0 2 534
GO:0032302	1252	0 2 534 606
GO:0031518	1253	0 2 534
GO:0033065	1254	0 2 534 699
GO:0043240	1255	0 2 534
GO:0000347	1256	0 2 534
GO:0070762	1257	0 2 534
GO:1990469	1258	0 2 534
GO:0071821	1259	0 2 534
GO:0034981	1260	0 2 466 531 534 1027
GO:1990354	1261	0 2 531 534 1173 2247
GO:0032798	1262	0 2 534 699
GO:0035059	1263	0 2 534
GO:0044776	1264	0 2 534
GO:0030685	1265	0 2 534 652 1674
GO:0035097	1266	0 2 531 534 1173 2260
GO:0070876	1267	0 2 534
GO:0005643	1268	0 2 534
GO:0070545	1269	0 2 534
GO:0033063	1270	0 2 534 699
GO:0034692	1271	0 2 534
GO:0044611	1272	0 2 534
GO:0005681	1273	0 2 534 652
GO:0071178	1274	0 2 534
GO:0044613	1275	0 2 534
GO:0070603	1276	0 2 531 534 1126
GO:0000120	1277	0 2 534 581
GO:0033597	1278	0 2 534
GO:0032301	1279	0 2 534 606
GO:0090570	1280	0 2 534 581 1577
GO:0031298	1281	0 2 534
GO:0005662	1282	0 2 534
GO:0031390	1283	0 2 534
GO:0008023	1284	0 2 534
GO:0062119	1285	0 2 534
GO:0035808	1286	0 2 534
GO:0062141	1287	0 2 534
GO:0070353	1288	0 2 534
GO:0034978	1289	0 2 534
GO:0033064	1290	0 2 534 699
GO:0070517	1291	0 2 534
GO:0034974	1292	0 2 534
GO:0031380	1293	0 2 531 534 564 1173 1530 2243 2723
GO:1990333	1294	0 2 534
GO:0042272	1295	0 2 534
GO:0071664	1296	0 2 534
GO:0034980	1297	0 2 466 531 534 1027
GO:0043564	1298	0 2 534
GO:0070532	1299	0 2 534
GO:0005849	1300	0 2 534
GO:0048189	1301	0 2 534
GO:0071175	1302	0 2 534
GO:0030870	1303	0 2 534
GO:0044614	1304	0 2 534
GO:0090575	1305	0 2 534 581
GO:0031519	1306	0 2 534
GO:0030896	1307	0 2 534
GO:0090661	1308	0 2 534 652 1678 2774
GO:0071159	1309	0 2 534
GO:0032806	1310	0 2 531 534 1173 2243 3278 3791
GO:0034456	1311	0 2 534
GO:1990512	1312	0 2 534 581 1577
GO:0070310	1313	0 2 534
GO:0090574	1314	0 2 534 581 1577
GO:0071181	1315	0 2 534
GO:0032116	1316	0 2 534
GO:0070313	1317	0 2 534
GO:0071819	1318	0 2 534
GO:0031431	1319	0 2 531 534 1173 2243 3278 3791
GO:0070531	1320	0 2 534
GO:0044615	1321	0 2 534
GO:0055029	1322	0 2 531 534 564 1173 1530 2243 2722
GO:0044612	1323	0 2 534
GO:0000152	1324	0 2 531 534 564 1173 1537
GO:0033203	1325	0 2 466 531 534 1027
GO:0005655	1326	0 2 531 534 564 652 1102 1673 2206 2767
GO:0033066	1327	0 2 534 699
GO:0106083	1328	0 2 534 548
GO:1990453	1329	0 2 534
GO:0070390	1330	0 2 534
GO:0070693	1331	0 2 534
GO:0002180	1332	0 2 531 534 548 1094
GO:0070274	1333	0 2 534
GO:0043625	1334	0 2 531 534 564 1173 1541 2243
GO:0062128	1335	0 2 534 606
GO:0071177	1336	0 2 534
GO:0070767	1337	0 2 534
GO:0000346	1338	0 2 534
GO:0033167	1339	0 2 534 652 1675
GO:0031601	1340	0 2 531 534 564 1158
GO:0034455	1341	0 2 534
GO:0071176	1342	0 2 534
GO:0070557	1343	0 2 534
GO:0000123	1344	0 2 531 534 564 1173 1507 2263
GO:0090572	1345	0 2 534 581 1577
GO:0061838	1346	0 2 534
GO:0000214	1347	0 2 531 534 564 1102 2206
GO:0071180	1348	0 2 534
GO:0070533	1349	0 2 534
GO:0000818	1350	0 2 534 559
GO:0031080	1351	0 2 534
GO:0000783	1352	0 2 466 485 534 1019
GO:0034064	1353	0 2 534
GO:0019908	1354	0 2 531 534 1173 2243 3278 3791 4036
GO:1990477	1355	0 2 534
GO:0043626	1356	0 2 492 534 1067
GO:0043845	1357	0 2 534
GO:0031595	1358	0 2 531 534 564 1187 1492 2282
GO:0000176	1359	0 2 531 534 1138 2217
GO:0071204	1360	0 2 534 652
GO:0042729	1361	0 2 534
GO:0030689	1362	0 2 534
GO:0032389	1363	0 2 534 606
GO:0070418	1364	0 2 531 534 1173 2243 3278 3791
GO:0071182	1365	0 2 534
GO:0043846	1366	0 2 534
GO:0005677	1367	0 2 534
GO:0005958	1368	0 2 531 534 564 1170 1526
GO:0090571	1369	0 2 534 581 1577
GO:0033620	1370	0 2 534 652
GO:0033062	1371	0 2 534 699
GO:0070209	1372	0 2 534
GO:0110103	1373	0 2 531 534 1138
GO:0071179	1374	0 2 534
GO:0098654	1375	0 2 534
GO:0016592	1376	0 2 534
GO:0097075	1377	0 2 536
GO:0097074	1378	0 2 536
GO:0097073	1379	0 2 536
GO:0097072	1380	0 2 536
GO:0097085	1381	0 2 536
GO:0072559	1382	0 2 538
GO:0140634	1383	0 2 538
GO:0072558	1384	0 2 538
GO:0097169	1385	0 2 538
GO:0072557	1386	0 2 538
GO:0140738	1387	0 2 538
GO:0098642	1388	0 2 540
GO:1990326	1389	0 2 540
GO:1990324	1390	0 2 540
GO:0005598	1391	0 2 540
GO:0005593	1392	0 2 540
GO:0005583	1393	0 2 540
GO:0030936	1394	0 2 540 548 1410
GO:0098651	1395	0 2 540
GO:0030934	1396	0 2 540
GO:0005589	1397	0 2 540
GO:0098745	1398	0 2 542
GO:0005845	1399	0 2 542 564
GO:0106095	1400	0 2 531 542 1167
GO:0005846	1401	0 2 542 564
GO:0034519	1402	0 2 542
GO:1990685	1403	0 2 544
GO:1990686	1404	0 2 544
GO:1990063	1405	0 2 548
GO:0045265	1406	0 2 548
GO:0030904	1407	0 2 548
GO:0160005	1408	0 2 548 614
GO:0106103	1409	0 2 548 627
GO:0098797	1410	0 2 548
GO:0031205	1411	0 2 548 614
GO:0016472	1412	0 2 548
GO:0009539	1413	0 2 548
GO:0045269	1414	0 2 548
GO:0033177	1415	0 2 548
GO:1990604	1416	0 2 548 614
GO:0031207	1417	0 2 548 614
GO:0071439	1418	0 2 548
GO:0009521	1419	0 2 548
GO:0017090	1420	0 2 548
GO:0000835	1421	0 2 531 548 564 614 1173 1537 2726
GO:0009654	1422	0 2 531 548 1094
GO:0030897	1423	0 2 548 627
GO:0042824	1424	0 2 548 614
GO:0009783	1425	0 2 548
GO:0044570	1426	0 2 548
GO:0042765	1427	0 2 531 548 614 1187 2282 3299
GO:0033178	1428	0 2 548
GO:0071986	1429	0 2 548 564 1516
GO:1990629	1430	0 2 548 614
GO:0009782	1431	0 2 548
GO:0031201	1432	0 2 548
GO:0000506	1433	0 2 531 548 614 1173
GO:0008250	1434	0 2 531 548 614 1173
GO:0045267	1435	0 2 548
GO:0000815	1436	0 2 548 646
GO:0033282	1437	0 2 476 548 1032 2105
GO:0098799	1438	0 2 548 620
GO:0062137	1439	0 2 548
GO:0009538	1440	0 2 548
GO:0010278	1441	0 2 548
GO:0010006	1442	0 2 548
GO:0140622	1443	0 2 548
GO:0032937	1444	0 2 548 614
GO:0032969	1445	0 2 548
GO:0036502	1446	0 2 548 614
GO:0097658	1447	0 2 531 534 548 564 1173 1324 1537
GO:0034424	1448	0 2 548
GO:0009923	1449	0 2 531 548 614 1173
GO:0000813	1450	0 2 548 646
GO:0035369	1451	0 2 548
GO:0030964	1452	0 2 531 548 1094
GO:0062079	1453	0 2 548
GO:0044695	1454	0 2 531 548 564 1173 1537
GO:0032936	1455	0 2 548
GO:0072546	1456	0 2 548 614
GO:0098807	1457	0 2 548
GO:1990850	1458	0 2 531 548 1187
GO:0031502	1459	0 2 531 548 564 614 1173 1544
GO:0005785	1460	0 2 548 614
GO:0005942	1461	0 2 531 548 1173 2243
GO:0000814	1462	0 2 548 646
GO:0030117	1463	0 2 548
GO:0046930	1464	0 2 548
GO:0034098	1465	0 2 548 614
GO:0071595	1466	0 2 531 548 1167 2236
GO:0031897	1467	0 2 548
GO:0030905	1468	0 2 548
GO:0061742	1469	0 2 548
GO:0098800	1470	0 2 548 620
GO:0000136	1471	0 2 531 548 564 1173 1544
GO:0106234	1472	0 2 548
GO:0030906	1473	0 2 548
GO:0042825	1474	0 2 548 614
GO:0098803	1475	0 2 548
GO:1990332	1476	0 2 531 548 564 614 1102 1173 2206 2243 3278 3791
GO:0030119	1477	0 2 548
GO:1990231	1478	0 2 548
GO:0016469	1479	0 2 548
GO:0005787	1480	0 2 531 548 614 1187
GO:0071256	1481	0 2 548 614
GO:0061779	1482	0 2 548 614
GO:0030089	1483	0 2 548 573
GO:1990621	1484	0 2 531 548 646 1126
GO:0036513	1485	0 2 548 614
GO:1902694	1486	0 2 555
GO:0034741	1487	0 2 531 564 1195
GO:0033256	1488	0 2 564
GO:1990306	1489	0 2 531 564 1173
GO:0005953	1490	0 2 531 564 1173
GO:0032449	1491	0 2 564
GO:0000502	1492	0 2 531 564 1187 2282
GO:0031026	1493	0 2 531 564 1094
GO:0010170	1494	0 2 531 564 1173 2243 3276
GO:0005955	1495	0 2 531 564 1167 2236
GO:0031522	1496	0 2 564
GO:0101031	1497	0 2 564
GO:0030008	1498	0 2 564 627
GO:0035301	1499	0 2 564
GO:0034745	1500	0 2 531 564 1195
GO:0097361	1501	0 2 564
GO:0005956	1502	0 2 531 564 1173 2243 3278 3791
GO:0071521	1503	0 2 531 564 1195
GO:0071152	1504	0 2 564
GO:0071153	1505	0 2 564
GO:1990303	1506	0 2 531 564 1173
GO:0031248	1507	0 2 531 564 1173 2263
GO:0038201	1508	0 2 564
GO:0030015	1509	0 2 564
GO:0033593	1510	0 2 564
GO:0032517	1511	0 2 564
GO:0009375	1512	0 2 531 564 1094
GO:0097539	1513	0 2 564
GO:0034717	1514	0 2 564
GO:0016610	1515	0 2 531 564 1094
GO:0032045	1516	0 2 564
GO:0044609	1517	0 2 564
GO:0120103	1518	0 2 564
GO:0005963	1519	0 2 531 564 1167 2236
GO:0031082	1520	0 2 564
GO:0031371	1521	0 2 531 564 1173
GO:1990328	1522	0 2 564
GO:0032996	1523	0 2 564
GO:0034746	1524	0 2 531 564 1195
GO:0034743	1525	0 2 531 564 1195
GO:0070419	1526	0 2 531 564 1170
GO:0034977	1527	0 2 531 564 1173 2243 3278 3791
GO:1990305	1528	0 2 531 564 1173
GO:0000131	1529	0 2 564
GO:0030880	1530	0 2 531 564 1173 2243
GO:0034716	1531	0 2 564
GO:1990304	1532	0 2 531 564 1173
GO:0008043	1533	0 2 564 603
GO:0048269	1534	0 2 531 564 1173
GO:0009357	1535	0 2 444 531 548 564 993 1173 2243
GO:0120269	1536	0 2 564
GO:0000151	1537	0 2 531 564 1173
GO:0097149	1538	0 2 564
GO:0034744	1539	0 2 531 564 1195
GO:0017122	1540	0 2 531 564 1173
GO:0042575	1541	0 2 531 564 1173 2243
GO:0032144	1542	0 2 531 564 1173
GO:0071154	1543	0 2 564
GO:0031501	1544	0 2 531 564 1173
GO:0033607	1545	0 2 564
GO:0070850	1546	0 2 564
GO:0070937	1547	0 2 564
GO:0030014	1548	0 2 564
GO:0071155	1549	0 2 564
GO:0005952	1550	0 2 531 564 1173 2243 3278 3791
GO:0099078	1551	0 2 564
GO:0031588	1552	0 2 531 564 1173 2243 3278
GO:0005611	1553	0 2 566
GO:1990338	1554	0 2 566
GO:0043258	1555	0 2 566
GO:0043261	1556	0 2 566
GO:0005607	1557	0 2 566
GO:0005606	1558	0 2 566
GO:0005612	1559	0 2 566
GO:0005609	1560	0 2 566
GO:1990340	1561	0 2 566
GO:0061801	1562	0 2 566
GO:0043257	1563	0 2 566
GO:0043259	1564	0 2 566
GO:1990339	1565	0 2 566
GO:0005608	1566	0 2 566
GO:0005610	1567	0 2 566
GO:0043260	1568	0 2 566
GO:0030077	1569	0 2 573
GO:0009503	1570	0 2 548 573 1457
GO:0030937	1571	0 2 448 540 548 575 1001 1394 1410
GO:0031560	1572	0 2 576
GO:0031562	1573	0 2 576
GO:0031563	1574	0 2 576
GO:0031561	1575	0 2 576
GO:0089713	1576	0 2 581
GO:0017053	1577	0 2 581
GO:0090578	1578	0 2 581
GO:0019185	1579	0 2 581
GO:0090577	1580	0 2 581
GO:1990198	1581	0 2 581
GO:1903865	1582	0 2 581
GO:0090576	1583	0 2 581
GO:0110129	1584	0 2 531 534 581 1162
GO:0016581	1585	0 2 531 534 581 1126 1162 1276 2333
GO:0031600	1586	0 2 583
GO:0071540	1587	0 2 586
GO:0071541	1588	0 2 586
GO:0097142	1589	0 2 588
GO:0097146	1590	0 2 588
GO:0097147	1591	0 2 588
GO:0097140	1592	0 2 588
GO:0097138	1593	0 2 588
GO:0097148	1594	0 2 588
GO:0097141	1595	0 2 588
GO:0097139	1596	0 2 588
GO:0097145	1597	0 2 588
GO:0097137	1598	0 2 588
GO:0097143	1599	0 2 588
GO:0097144	1600	0 2 588
GO:1990501	1601	0 2 534 590 1251
GO:1990584	1602	0 2 591
GO:0016010	1603	0 2 548 597 1410
GO:1990779	1604	0 2 491 548 597 1050 1410
GO:0071086	1605	0 2 548 597 1410
GO:0070289	1606	0 2 603
GO:1990710	1607	0 2 531 606 1170
GO:0097587	1608	0 2 606
GO:0034719	1609	0 2 607
GO:0120115	1610	0 2 607
GO:1990726	1611	0 2 607
GO:0034715	1612	0 2 607
GO:0034718	1613	0 2 534 581 607 1305
GO:0032797	1614	0 2 607
GO:0042564	1615	0 2 612
GO:0042565	1616	0 2 612
GO:0016222	1617	0 2 531 614 1094
GO:1990425	1618	0 2 444 548 614 993 1410 2044 2464 3211 3774
GO:0031211	1619	0 2 531 614 1173 2269
GO:0034099	1620	0 2 614
GO:1990529	1621	0 2 531 564 614 1173 1544
GO:0034663	1622	0 2 614
GO:0120097	1623	0 2 531 564 614 1173 1544
GO:0070939	1624	0 2 614 627
GO:0032865	1625	0 2 548 614 620 1438
GO:0034664	1626	0 2 564 614 1497
GO:0043529	1627	0 2 614
GO:0070385	1628	0 2 614
GO:1990777	1629	0 2 617
GO:0060987	1630	0 2 617
GO:0034985	1631	0 2 620
GO:0009841	1632	0 2 531 620 1095
GO:0099128	1633	0 2 620
GO:0016507	1634	0 2 531 620 1136
GO:0019910	1635	0 2 531 620 1167 2235
GO:0061671	1636	0 2 620
GO:0005757	1637	0 2 548 620 1464
GO:0002187	1638	0 2 531 620 1173 2243 3271
GO:0106098	1639	0 2 531 564 620 1173 1507 2243 2263
GO:0017133	1640	0 2 531 620 1094 2182
GO:0034245	1641	0 2 531 564 620 1173 1530 2243 2722
GO:0045025	1642	0 2 531 620 1138 2217 3257
GO:0005760	1643	0 2 531 564 620 1173 1541 2243
GO:0031019	1644	0 2 531 620 1209
GO:0005763	1645	0 2 620 652 1666 2760 3445
GO:0005762	1646	0 2 620 652 1666 2761 3446
GO:0030678	1647	0 2 531 564 620 652 1102 1673 2206
GO:0002169	1648	0 2 531 620 1099
GO:0043294	1649	0 2 531 564 620 1094 1493 2698
GO:0005967	1650	0 2 531 620 1094 2180
GO:0030062	1651	0 2 531 620 1214
GO:0000938	1652	0 2 627
GO:0000145	1653	0 2 627
GO:0017119	1654	0 2 627
GO:0033263	1655	0 2 627
GO:1990121	1656	0 2 632
GO:0071142	1657	0 2 633
GO:0071144	1658	0 2 534 581 633 1305
GO:1990083	1659	0 2 634
GO:1990084	1660	0 2 634
GO:1990085	1661	0 2 634
GO:1990082	1662	0 2 634
GO:0033565	1663	0 2 646
GO:0070993	1664	0 2 652
GO:0005844	1665	0 2 652
GO:0044391	1666	0 2 652
GO:0043614	1667	0 2 652
GO:0070992	1668	0 2 652
GO:0044207	1669	0 2 652
GO:0048500	1670	0 2 652
GO:0071254	1671	0 2 652
GO:0016456	1672	0 2 534 652 1238
GO:0030677	1673	0 2 531 564 652 1102 2206
GO:0030684	1674	0 2 652
GO:0031332	1675	0 2 652
GO:0070761	1676	0 2 652
GO:1990124	1677	0 2 652
GO:0005732	1678	0 2 652
GO:1990572	1679	0 2 531 564 652 1173 1530 2243 2723
GO:1904564	1680	0 2 531 657 1126
GO:1990562	1681	0 2 661
GO:0043510	1682	0 2 665
GO:0043509	1683	0 2 665
GO:0048183	1684	0 2 665
GO:0016461	1685	0 2 668
GO:0016460	1686	0 2 668
GO:0042642	1687	0 2 668
GO:0097362	1688	0 2 681
GO:1990150	1689	0 2 688
GO:0016942	1690	0 2 688
GO:1990265	1691	0 2 688
GO:0097523	1692	0 2 690
GO:0098022	1693	0 3 702
GO:0039670	1694	0 3 702
GO:0019030	1695	0 3 704
GO:0019029	1696	0 3 704
GO:0039641	1697	0 3 709
GO:0019031	1698	0 3 709
GO:0098017	1699	0 3 723
GO:0098018	1700	0 3 723
GO:0099523	1701	0 1 6 724
GO:0099524	1702	0 1 6 724
GO:0043232	1703	0 1 7 725 726
GO:0043231	1704	0 1 7 725 727
GO:0043264	1705	0 1 7 726 729
GO:0065010	1706	0 1 7 727 729
GO:0097444	1707	0 1 7 727
GO:0005929	1708	0 1 7 256 727 882
GO:0031982	1709	0 1 7 727
GO:0099629	1710	0 1 7 728
GO:0097482	1711	0 1 7 728
GO:0014069	1712	0 1 7 728
GO:0097413	1713	0 1 10 733
GO:0097412	1714	0 1 10 733
GO:0097409	1715	0 1 10 733
GO:0097408	1716	0 1 10 733
GO:0097407	1717	0 1 10 733
GO:0097416	1718	0 1 10 733
GO:0097417	1719	0 1 10 733
GO:0097420	1720	0 1 10 733
GO:0097419	1721	0 1 10 733
GO:0042405	1722	0 1 10 733
GO:0097418	1723	0 1 10 733
GO:0070088	1724	0 1 7 10 725 727 733 1704
GO:0016235	1725	0 1 10 733
GO:1990011	1726	0 1 10 733
GO:0030075	1727	0 1 7 10 725 726 736 1703
GO:0070116	1728	0 1 10 736
GO:0005729	1729	0 1 10 738
GO:0005728	1730	0 1 10 738
GO:0035839	1731	0 1 61 747
GO:0035619	1732	0 1 61 747
GO:0035062	1733	0 1 65 755
GO:0110086	1734	0 1 66 764
GO:0110085	1735	0 1 66 764
GO:0030673	1736	0 1 69 309 765 910 1939
GO:0032590	1737	0 1 69 309 765 910 1939
GO:0032591	1738	0 1 69 309 765 910 1939 1947
GO:0060171	1739	0 1 69 309 765 910 1939
GO:0032838	1740	0 1 107 780
GO:0099738	1741	0 1 107 780 783
GO:0060293	1742	0 1 107 781
GO:0000779	1743	0 1 120 793
GO:0140445	1744	0 1 120 796
GO:0099115	1745	0 1 120 796
GO:0033114	1746	0 1 126 800
GO:0009543	1747	0 1 126 800
GO:0009526	1748	0 1 159 809
GO:0005740	1749	0 1 159 809
GO:0070732	1750	0 1 159 809
GO:0005635	1751	0 1 159 809
GO:0035840	1752	0 1 61 169 747 812
GO:0090404	1753	0 1 61 169 747 812
GO:0035841	1754	0 1 61 169 747 812
GO:0044295	1755	0 1 169 813
GO:0009519	1756	0 1 172 819
GO:0062130	1757	0 1 172 819
GO:1990377	1758	0 1 172 819
GO:0070505	1759	0 1 172 819
GO:0062023	1760	0 1 172 819
GO:0062039	1761	0 1 172 819
GO:0035805	1762	0 1 172 819
GO:0062129	1763	0 1 172 819
GO:0031160	1764	0 1 172 820
GO:0009274	1765	0 1 172 820
GO:0009277	1766	0 1 172 820
GO:0009505	1767	0 1 172 820
GO:0097570	1768	0 1 172 820
GO:0120234	1769	0 1 172 822
GO:0120238	1770	0 1 172 822
GO:0030114	1771	0 1 172 822
GO:0120240	1772	0 1 172 822
GO:0090123	1773	0 1 172 822
