Term	Index
GO:0015450	673
GO:0042625	674
GO:0015615	675
GO:0140358	676
GO:0047474	677
GO:0031957	678
GO:0090409	679
GO:0031955	680
GO:0008922	681
GO:0102214	682
GO:0031956	683
GO:0004467	684
GO:0102213	685
GO:0140328	686
GO:0140327	687
GO:0039630	688
GO:0016701	689
GO:0050697	690
GO:0016651	691
GO:0052614	692
GO:0016675	693
GO:0004800	694
GO:0016725	695
GO:0033796	696
GO:0016614	697
GO:0018702	698
GO:0018699	699
GO:0036354	700
GO:0034567	701
GO:0000170	702
GO:0033798	703
GO:0016667	704
GO:0030611	705
GO:0016638	706
GO:0018703	707
GO:0018701	708
GO:0034937	709
GO:0016721	710
GO:0004836	711
GO:0016903	712
GO:0019174	713
GO:0050629	714
GO:0018700	715
GO:0034554	716
GO:0045550	717
GO:0045301	718
GO:0016684	719
GO:0034949	720
GO:0016627	721
GO:0046992	722
GO:0043883	723
GO:0050781	724
GO:0018698	725
GO:0034540	726
GO:0051213	727
GO:0043871	728
GO:0052765	729
GO:0042380	730
GO:0034542	731
GO:0016705	732
GO:0016730	733
GO:0046422	734
GO:0016229	735
GO:0043364	736
GO:0033797	737
GO:0047143	738
GO:0034550	739
GO:0009055	740
GO:0051744	741
GO:0016722	742
GO:0080132	743
GO:0030613	744
GO:0019168	745
GO:0016695	746
GO:0043880	747
GO:0010242	748
GO:0043914	749
GO:0016661	750
GO:0034539	751
GO:0016645	752
GO:0018706	753
GO:0016737	754
GO:0043826	755
GO:0052755	756
GO:0004497	757
GO:0034546	758
GO:0015048	759
GO:0052693	760
GO:0043738	761
GO:0140575	762
GO:0034555	763
GO:0016679	764
GO:0018705	765
GO:0097429	766
GO:0004363	767
GO:0016757	768
GO:0106344	769
GO:0140853	770
GO:0106265	771
GO:0016772	772
GO:0016746	773
GO:0016744	774
GO:0016765	775
GO:0016785	776
GO:0010280	777
GO:0019787	778
GO:0061599	779
GO:0016769	780
GO:0016782	781
GO:0061863	782
GO:0042123	783
GO:0016741	784
GO:0140097	785
GO:0140098	786
GO:0003796	787
GO:0008933	788
GO:0061785	789
GO:0008745	790
GO:0061784	791
GO:0004325	792
GO:0016852	793
GO:0047720	794
GO:0016849	795
GO:0016846	796
GO:0018835	797
GO:0016830	798
GO:0016848	799
GO:0018836	800
GO:0106334	801
GO:0016840	802
GO:0016835	803
GO:0035514	804
GO:0098608	805
GO:0035515	806
GO:0004162	807
GO:0140457	808
GO:0008398	809
GO:0018489	810
GO:0018487	811
GO:0031543	812
GO:0008641	813
GO:0140103	814
GO:0106157	815
GO:0103039	816
GO:0004835	817
GO:0004721	818
GO:0036524	819
GO:0004408	820
GO:0140740	821
GO:0004720	822
GO:0008418	823
GO:0004672	824
GO:0016979	825
GO:0102194	826
GO:1990404	827
GO:0008318	828
GO:0003755	829
GO:0008276	830
GO:0070735	831
GO:0050211	832
GO:0008773	833
GO:0047211	834
GO:0033830	835
GO:0050169	836
GO:0016755	837
GO:0050568	838
GO:0019135	839
GO:0061733	840
GO:0015035	841
GO:0070815	842
GO:0036139	843
GO:0044603	844
GO:0046922	845
GO:0018031	846
GO:0033823	847
GO:0061607	848
GO:0097363	849
GO:0106155	850
GO:0062101	851
GO:0008961	852
GO:0030158	853
GO:0004742	854
GO:0061697	855
GO:0019707	856
GO:0004598	857
GO:0008476	858
GO:0035605	859
GO:0140674	860
GO:0106156	861
GO:0018030	862
GO:0008233	863
GO:0036054	864
GO:0008770	865
GO:0102193	866
GO:0070773	867
GO:0003756	868
GO:0004149	869
GO:0033819	870
GO:0008474	871
GO:0004169	872
GO:0018271	873
GO:0033558	874
GO:0070739	875
GO:0047402	876
GO:0047388	877
GO:0036140	878
GO:0051723	879
GO:0004653	880
GO:0047187	881
GO:0016262	882
GO:0002952	883
GO:0050335	884
GO:0070284	885
GO:0062213	886
GO:0016854	887
GO:0016872	888
GO:0016860	889
GO:0009385	890
GO:0051075	891
GO:0097260	892
GO:0016859	893
GO:0016866	894
GO:0051120	895
GO:0140226	896
GO:0008719	897
GO:0061593	898
GO:0003916	899
GO:0043800	900
GO:0080015	901
GO:0009976	902
GO:0034012	903
GO:0061811	904
GO:0047926	905
GO:0033190	906
GO:0046423	907
GO:0035439	908
GO:0047805	909
GO:0080017	910
GO:0003963	911
GO:0034072	912
GO:0045435	913
GO:0050230	914
GO:0080016	915
GO:0052605	916
GO:0004383	917
GO:0052604	918
GO:0047820	919
GO:0036356	920
GO:0004016	921
GO:0045436	922
GO:0047768	923
GO:0016822	924
GO:0098599	925
GO:0016824	926
GO:0017171	927
GO:0031964	928
GO:0016827	929
GO:0016825	930
GO:0016798	931
GO:0019239	932
GO:0003832	933
GO:0016826	934
GO:0016810	935
GO:0016828	936
GO:0051747	937
GO:0016801	938
GO:0052771	939
GO:0052770	940
GO:0016817	941
GO:0019213	942
GO:0016788	943
GO:0046508	944
GO:0016877	945
GO:0051002	946
GO:0103016	947
GO:0046933	948
GO:0046932	949
GO:0016875	950
GO:0008754	951
GO:0016886	952
GO:0045438	953
GO:0016885	954
GO:0016879	955
GO:0030547	956
GO:0030546	957
GO:0099602	958
GO:0140416	959
GO:0097690	960
GO:0016248	961
GO:0140661	962
GO:0042030	963
GO:0140660	964
GO:0061134	965
GO:0043763	966
GO:0055106	967
GO:0048270	968
GO:0019207	969
GO:0060589	970
GO:0010851	971
GO:0070917	972
GO:1990610	973
GO:0072586	974
GO:0043028	975
GO:0004704	976
GO:0004857	977
GO:0030235	978
