Term	Index	Ancestors
GO:0140083	657	0 7 8 104 123 785
GO:0061860	658	0 7 8 104 123 785
GO:0003689	659	0 7 8 104 123 785
GO:0120328	660	0 7 8 104 122 123 784 785 2337 2357 6168 6284
GO:0140658	661	0 7 8 104 123 785
GO:0008569	662	0 7 26 106
GO:0008574	663	0 7 26 106
GO:0140359	664	0 7 22 109 201 1083 3046
GO:0034040	665	0 7 22 109 200 201 1083 3046
GO:0033225	666	0 7 22 109 201 1083 3046
GO:1901514	667	0 7 22 109 201 1083 1097 3046
GO:0033221	668	0 7 22 109 201 1083 1096 3046 3108
GO:0015446	669	0 7 22 109 201 1083 1100 3046 3048 3117 8011
GO:0019829	670	0 7 22 109 201 1083 1100 1101 3046 3048 3120 3128
GO:0033283	671	0 7 22 109 201 1083 1094 3046
GO:0043225	672	0 7 22 109 201 1083 1100 1101 3046 3048 3117 3124
GO:0015450	673	0 7 22 109 199 201 1051 1075 1083 3046
GO:0042625	674	0 7 22 109 201 1083 3046
GO:0015615	675	0 7 22 109 201 1083 1092 3046 3088 7983 10005 10898
GO:0140358	676	0 7 22 109 201 1083 3046
GO:0047474	677	0 7 8 114 131 945 2816
GO:0031957	678	0 7 8 114 131 945 2816 2818
GO:0090409	679	0 7 8 114 131 945 2816 2818
GO:0031955	680	0 7 8 114 131 945 2816 2818
GO:0008922	681	0 7 8 114 131 945 2816
GO:0102214	682	0 7 8 114 131 945 2816 2818
GO:0031956	683	0 7 8 114 131 945 2816 2818
GO:0004467	684	0 7 8 114 131 945 2816 2818
GO:0102213	685	0 7 8 114 131 945 2816 2818
GO:0140328	686	0 7 22 116 200 1063
GO:0140327	687	0 7 22 116 200 1063
GO:0039630	688	0 7 117
GO:0016701	689	0 8 119
GO:0050697	690	0 8 119
GO:0016651	691	0 8 119
GO:0052614	692	0 8 119
GO:0016675	693	0 8 119
GO:0004800	694	0 8 119
GO:0016725	695	0 8 119
GO:0033796	696	0 8 119
GO:0016614	697	0 8 119
GO:0018702	698	0 8 119
GO:0018699	699	0 8 119
GO:0036354	700	0 8 119
GO:0034567	701	0 8 119
GO:0000170	702	0 8 119
GO:0033798	703	0 8 119
GO:0016667	704	0 8 119
GO:0030611	705	0 8 119
GO:0016638	706	0 8 119
GO:0018703	707	0 8 119
GO:0018701	708	0 8 119
GO:0034937	709	0 8 119
GO:0016721	710	0 8 119
GO:0004836	711	0 8 119
GO:0016903	712	0 8 119
GO:0019174	713	0 8 119
GO:0050629	714	0 8 119
GO:0018700	715	0 8 119
GO:0034554	716	0 8 119
GO:0045550	717	0 8 119
GO:0045301	718	0 8 119 123 786 2374
GO:0016684	719	0 8 119
GO:0034949	720	0 8 119
GO:0016627	721	0 8 119
GO:0046992	722	0 8 119
GO:0043883	723	0 8 119
GO:0050781	724	0 8 119
GO:0018698	725	0 8 119
GO:0034540	726	0 8 119
GO:0051213	727	0 8 119
GO:0043871	728	0 8 119
GO:0052765	729	0 8 119
GO:0042380	730	0 8 119
GO:0034542	731	0 8 119
GO:0016705	732	0 8 119
GO:0016730	733	0 8 119
GO:0046422	734	0 8 119
GO:0016229	735	0 8 119
GO:0043364	736	0 8 119
GO:0033797	737	0 8 119
GO:0047143	738	0 8 119
GO:0034550	739	0 8 119
GO:0009055	740	0 8 119
GO:0051744	741	0 8 119
GO:0016722	742	0 8 119
GO:0080132	743	0 8 119
GO:0030613	744	0 8 119
GO:0019168	745	0 8 119
GO:0016695	746	0 8 119
GO:0043880	747	0 8 119
GO:0010242	748	0 8 119
GO:0043914	749	0 8 119
GO:0016661	750	0 8 119
GO:0034539	751	0 8 119
GO:0016645	752	0 8 119
GO:0018706	753	0 8 119
GO:0016737	754	0 8 119
GO:0043826	755	0 8 119
GO:0052755	756	0 8 119
GO:0004497	757	0 8 119
GO:0034546	758	0 8 119
GO:0015048	759	0 8 119
GO:0052693	760	0 8 119
GO:0043738	761	0 8 119
GO:0140575	762	0 8 119
GO:0034555	763	0 8 119
GO:0016679	764	0 8 119
GO:0018705	765	0 8 119
GO:0097429	766	0 8 121 131 955 2846
GO:0004363	767	0 8 121 131 955 2846
GO:0016757	768	0 8 122
GO:0106344	769	0 8 122
GO:0140853	770	0 8 122 127
GO:0106265	771	0 8 122
GO:0016772	772	0 8 122
GO:0016746	773	0 8 122
GO:0016744	774	0 8 122
GO:0016765	775	0 8 122
GO:0016785	776	0 8 122
GO:0010280	777	0 8 122
