Term	Index
GO:0140114	1215
GO:1990880	1216
GO:0075713	1217
GO:0075720	1218
GO:0032359	1219
GO:0019054	1220
GO:0039516	1221
GO:0039637	1222
GO:0044662	1223
GO:0075528	1224
GO:0098676	1225
GO:0098932	1226
GO:0098995	1227
GO:0039708	1228
GO:0039709	1229
GO:0019073	1230
GO:0019074	1231
GO:0044659	1232
GO:0046753	1233
GO:0039693	1234
GO:0039694	1235
GO:0039704	1236
GO:0019084	1237
GO:0019085	1238
GO:0019086	1239
GO:0039695	1240
GO:0039696	1241
GO:0019064	1242
GO:0039654	1243
GO:0075511	1244
GO:0075514	1245
GO:0075502	1246
GO:0075504	1247
GO:0039702	1248
GO:0046760	1249
GO:0046761	1250
GO:0046762	1251
GO:0046765	1252
GO:0044694	1253
GO:0046739	1254
GO:0075509	1255
GO:0075733	1256
GO:0099001	1257
GO:0099002	1258
GO:0000753	1259
GO:0001541	1260
GO:0001547	1261
GO:0001552	1262
GO:0001880	1263
GO:0001893	1264
GO:0007279	1265
GO:0007283	1266
GO:0007291	1267
GO:0007293	1268
GO:0007295	1269
GO:0007309	1270
GO:0007506	1271
GO:0007530	1272
GO:0007540	1273
GO:0007541	1274
GO:0007548	1275
GO:0009793	1276
GO:0009835	1277
GO:0009860	1278
GO:0009942	1279
GO:0009960	1280
GO:0010071	1281
GO:0010072	1282
GO:0010093	1283
GO:0010198	1284
GO:0010214	1285
GO:0010227	1286
GO:0010228	1287
GO:0010234	1288
GO:0010254	1289
GO:0010431	1290
GO:0010450	1291
GO:0010451	1292
GO:0010480	1293
GO:0010582	1294
GO:0010622	1295
GO:0010654	1296
GO:0030381	1297
GO:0030476	1298
GO:0030703	1299
GO:0030704	1300
GO:0030713	1301
GO:0031321	1302
GO:0031382	1303
GO:0032120	1304
GO:0033327	1305
GO:0034293	1306
GO:0034294	1307
GO:0034304	1308
GO:0035112	1309
GO:0035234	1310
GO:0035262	1311
GO:0035263	1312
GO:0035846	1313
GO:0035848	1314
GO:0042243	1315
GO:0044850	1316
GO:0045136	1317
GO:0045137	1318
GO:0046697	1319
GO:0046843	1320
GO:0046844	1321
GO:0048071	1322
GO:0048138	1323
GO:0048281	1324
GO:0048317	1325
GO:0048437	1326
GO:0048438	1327
GO:0048439	1328
GO:0048444	1329
GO:0048449	1330
GO:0048457	1331
GO:0048458	1332
GO:0048459	1333
GO:0048460	1334
GO:0048461	1335
GO:0048479	1336
GO:0048480	1337
GO:0048481	1338
GO:0048482	1339
GO:0048508	1340
GO:0048530	1341
GO:0048559	1342
GO:0048601	1343
GO:0048608	1344
GO:0048653	1345
GO:0048655	1346
GO:0048656	1347
GO:0048657	1348
GO:0048658	1349
GO:0048700	1350
GO:0048826	1351
GO:0048833	1352
GO:0048868	1353
GO:0060008	1354
GO:0060009	1355
GO:0060010	1356
GO:0060512	1357
GO:0060515	1358
GO:0060521	1359
GO:0060524	1360
GO:0060525	1361
GO:0060530	1362
GO:0060672	1363
GO:0060706	1364
GO:0060736	1365
GO:0060740	1366
GO:0060741	1367
GO:0060742	1368
GO:0060743	1369
GO:0060744	1370
GO:0060745	1371
GO:0060748	1372
GO:0061038	1373
GO:0061108	1374
GO:0061205	1375
GO:0061682	1376
GO:0061683	1377
GO:0062248	1378
GO:0070788	1379
GO:0070789	1380
GO:0070790	1381
GO:0070792	1382
GO:0080060	1383
GO:0080086	1384
GO:0080126	1385
GO:0080127	1386
GO:0080128	1387
GO:0080187	1388
GO:0090598	1389
GO:0097736	1390
GO:0097738	1391
GO:0097751	1392
GO:0120317	1393
GO:1904600	1394
GO:1990058	1395
GO:1990059	1396
GO:0007118	1397
GO:0007119	1398
GO:0019095	1399
GO:0007338	1400
GO:0009567	1401
